#                                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                    accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                            ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_18_length_12121_cov_14.008754:4947-7775|-   -            943 6419                 -            944         0 1606.6  21.6   1   1         0         0 1606.4  21.6     3   942     1   942     1   942 0.99 NODE_18_length_12121_cov_14.008754_6 # 4947 # 7775 # -1 # ID=18_6;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.305
NODE_1_length_73696_cov_32.301567:36676-38085|+  -            470 6419                 -            944   1.2e-08   28.5   1.5   1   2   1.4e-05    0.0012   11.9   0.1   599   654     2    59     1    88 0.85 NODE_1_length_73696_cov_32.301567_31 # 36676 # 38085 # 1 # ID=1_31;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=3-4bp;gc_cont=0.285
NODE_1_length_73696_cov_32.301567:36676-38085|+  -            470 6419                 -            944   1.2e-08   28.5   1.5   2   2   1.1e-06   9.2e-05   15.6   0.2   448   559   190   303   119   312 0.77 NODE_1_length_73696_cov_32.301567_31 # 36676 # 38085 # 1 # ID=1_31;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=3-4bp;gc_cont=0.285
NODE_3_length_51449_cov_28.078621:20620-21324|+  -            235 6419                 -            944     3e-05   17.2   2.3   1   2    0.0057      0.49    3.3   0.3   614   661    10    57     6    69 0.89 NODE_3_length_51449_cov_28.078621_16 # 20620 # 21324 # 1 # ID=3_16;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.268
NODE_3_length_51449_cov_28.078621:20620-21324|+  -            235 6419                 -            944     3e-05   17.2   2.3   2   2   3.8e-06   0.00032   13.8   0.1   804   897   108   198    95   216 0.80 NODE_3_length_51449_cov_28.078621_16 # 20620 # 21324 # 1 # ID=3_16;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.268
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/genomika25/studenci/dmyboi/sequence_adnotation_cw3/busco_downloads/lineages/mycoplasmatales_odb12/hmms/6419at2085.hmm
# Target file:     /home/genomika25/studenci/dmyboi/sequence_adnotation_cw3/busco_genome/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /home/genomika25/studenci/dmyboi/sequence_adnotation_cw3/busco_genome/run_mycoplasmatales_odb12/hmmer_output/6419at2085.out --cpu 1 /home/genomika25/studenci/dmyboi/sequence_adnotation_cw3/busco_downloads/lineages/mycoplasmatales_odb12/hmms/6419at2085.hmm /home/genomika25/studenci/dmyboi/sequence_adnotation_cw3/busco_genome/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /home/genomika25/studenci/dmyboi/sequence_adnotation_cw3
# Date:            Tue Oct 28 11:31:02 2025
# [ok]
